Protein	Genes	ABAGE_IgG	ABAGE_S	ANAMA_IgG	ANAMA_S	CARVA_IgG	CARVA_S	CECPA_IgG	CECPA_S	CHAAN_IgG	CHAAN_S	control_TGF5	DEPMA_IgG	DEPMA_S	DEVZI_IgG	DEVZI_S	DUCMA_IgG	DUCMA_S	GRUMA_IgG	GRUMA_S	HC4_IgG	HC4_S	HC7_IgG	HC7_S	HC9_IgG	HC9_S	HC10_IgG	HC10_S	HC11_IgG	HC11_S	LEFKA_IgG	LEFKA_S	MATEV_IgG	MATEV_S	PBS	RADSO_IgG	RADSO_S	VANMC_IgG	VANMC_S	VERSA_IgG	VERSA_S	WILWI_IgG	WILWI_S
Q6P996-4	PDXDC1	25.1814	25.0653	22.3229	23.1976	24.272	21.5538	22.4872	23.1113	22.2973	22.0424	24.8994	24.516	25.1328	24.8724	25.0957	24.4037	25.2084	24.8209	23.2954	24.8096	24.8784	24.3807	24.9997	24.5463	24.6282	23.8008	24.6011	25.3581	24.7988	24.466	23.9635	22.7503	22.4162	24.73	25.1075	24.9066	25.0364	24.8216	25.2492	25.5382	25.2061	23.3106
B4DG82	PDZGEF1	23.6596	23.9175	22.8407	22.947	23.7359	23.3613	23.8736	23.3005	22.7209	23.4926	23.7875	23.5835	23.5531	24.0031	24.1307	23.5601	23.4558	23.5633	24.1455	24.4166	23.5089	23.4806	23.5129	24.1279	23.5979	23.64	23.9044	23.7473	24.028	22.8599	20.8047	22.7857	23.2128	20.9527	24.3102	24.1186	23.8572	23.9522	23.685	23.9104	24.092	23.9965
B2RWP2	PDZRN3	24.0458	22.5873	23.6301	23.1177	21.4855	22.5022	21.6759	22.1598	22.1484	23.2654	22.9321	22.2477	22.6046	22.2524	23.9109	23.4998	22.9442	21.1097	22.1658	22.0508	24.1227	22.9532	23.2592	21.5012	22.3693	21.4245	23.1705	22.2508	21.8437	24.9082	22.1867	23.7522	21.5854	21.9069	23.3334	24.0439	20.9657	21.341	22.3112	23.4215	22.5902	24.1993
Q6FHL9	PEA15	28.7912	29.3448	30.3376	29.9158	30.3398	30.1325	29.3472	29.6251	29.6618	29.4844	29.6116	29.1488	28.6681	29.5132	29.707	29.1631	28.9107	29.5851	29.3658	29.1989	29.5631	29.3289	29.2033	29.3464	29.2601	29.3976	29.1231	29.154	29.1042	29.9539	30.2596	30.314	29.9542	29.592	29.5806	29.397	29.6439	29.7602	28.1524	28.6495	28.6	28.632
Q9UBV8	PEF1	23.9453	23.592	25.2448	25.1193	25.3751	24.8938	21.9938	22.0659	23.5382	22.5287	22.0911	23.0818	24.0697	22.4418	22.6259	23.4325	22.462	22.4278	21.3622	23.8371	23.2182	23.2278	24.2549	23.2589	23.2256	23.9947	23.0089	22.4503	22.3899	25.0962	25.0408	25.2148	24.6542	22.4398	21.8981	23.5892	21.4837	20.8794	23.0612	23.2475	22.1318	22.9122
J3K000	PEPD	28.0019	28.0014	28.6879	28.3966	28.6467	28.5747	28.2623	28.2331	28.5571	28.5318	28.1842	28.4382	28.5214	28.5575	28.1975	28.3064	28.2839	28.2478	27.9664	28.3959	28.2794	28.6176	28.3777	28.5867	28.4689	28.6187	28.5685	28.7949	28.4633	28.8103	27.9746	28.5294	28.3595	28.4285	28.4905	28.2574	28.5165	28.2893	28.2485	28.1984	28.2743	28.1282
B5MCF9	PES1	22.7177	25.6547	23.2681	25.3975	24.973	25.0093	25.6124	24.7994	24.9159	25.0653	25.398	24.9881	25.3983	25.1393	24.9631	25.1548	25.874	24.8419	24.4076	25.5819	23.3328	25.253	24.9295	24.2567	24.9686	25.3979	24.3688	24.9284	24.619	25.1359	24.8312	23.1862	25.0103	25.1114	24.7613	24.856	25.0351	24.7323	25.4409	25.5612	25.9883	25.9759
A0A024R4E7	PEX11B	25.228	24.3515	24.9738	24.972	25.9806	25.2888	24.6193	24.8107	24.6879	24.7313	23.6497	22.1859	22.5184	24.7188	24.4247	24.9839	24.8459	24.4749	24.2855	25.0164	24.2009	24.3997	22.6689	21.5585	23.479	22.9109	22.6409	23.19	19.7449	25.5894	22.9948	25.1551	22.9599	24.5761	24.6634	24.4741	24.8505	24.68	24.483	24.5664	25.0485	24.9903
B4DS19	PEX5	24.8221	23.5144	23.1201	23.297	22.3911	23.0467	24.1371	22.0141	24.8899	22.4242	21.884	22.28	24.005	24.1744	23.0736	24.4525	22.987	22.1079	21.1889	22.1543	23.3928	21.7822	24.0186	22.3623	22.999	23.6487	22.5751	22.0361	22.5904	23.0732	23.2067	21.6868	23.0036	22.6647	22.119	23.7478	23.5629	21.7916	24.1824	24.7915	23.6932	23.0263
A8K9T9	PFAS	24.3309	24.0399	24.7787	24.1338	24.4024	24.4072	24.1297	24.7626	24.0851	24.704	24.1603	24.5668	24.3562	24.4815	23.2844	23.6622	24.9698	24.4959	24.6072	24.4269	24.3515	23.8329	24.1874	24.3871	23.483	24.1567	24.3553	25.1051	24.2121	24.8533	24.7306	24.3145	24.7991	24.1716	23.9111	24.3836	23.9474	24.6707	24.7398	25.1016	24.0822	23.7512
O60925	PFDN1	27.4293	27.6909	26.8371	27.4789	26.5886	26.6381	26.746	26.6974	26.6824	26.6323	27.0001	26.767	26.9861	26.7853	26.6544	27.3318	27.3258	26.7042	26.6444	26.6126	26.6404	26.8301	26.301	26.4632	26.564	26.8503	26.7664	26.5983	26.2887	27.5095	27.2454	26.5805	26.6948	26.5062	26.4414	26.5659	26.6274	26.4955	27.1848	27.0647	27.1113	27.1195
B1AQP2	PFDN2	25.0057	24.4568	25.6201	25.6061	25.7963	25.5818	25.1061	25.1118	25.2281	25.3969	25.1624	25.4884	25.0132	25.507	25.3829	25.5369	25.5429	24.5287	24.5691	25.3557	25.287	25.0148	25.7394	21.2875	25.3282	25.3775	22.4107	21.1808	24.4497	25.6189	25.3474	25.8639	25.6046	24.7769	25.2451	25.0694	22.9298	25.204	25.479	25.1902	25.6644	25.5997
Q9NQP4	PFDN4	26.2052	26.0756	26.5719	25.9648	23.2009	25.4015	25.702	25.2938	25.791	25.7553	25.411	26.3092	26.3808	25.6182	25.8208	26.3325	26.9578	25.9171	25.4001	25.5906	25.6874	25.4125	25.718	25.7835	25.5925	22.2212	25.5828	26.1625	25.8198	25.7285	25.3874	26.0844	26.0341	25.512	25.8086	25.9164	25.6648	25.6517	26.2163	26.491	26.3105	26.2282
Q99471	PFDN5	25.0818	24.5328	26.3894	26.7176	26.1418	26.061	26.5529	26.2588	26.5055	26.5705	26.3139	26.4296	24.6025	26.6529	26.6125	25.3702	25.1274	26.5016	26.4294	26.415	26.433	25.9679	25.7379	26.2153	26.3507	26.3523	26.0847	26.9121	26.1312	25.8758	26.5749	25.6418	25.8131	26.4363	26.8709	26.7193	26.4866	26.4446	24.8206	25.2942	24.5341	24.6174
Q5STK2	PFDN6	26.685	26.9028	27.2636	26.9686	27.4441	27.2226	27.2424	27.0614	26.9425	26.9412	26.9632	26.8328	26.5607	26.9963	27.3702	26.8681	26.9159	27.0023	27.0239	27.0519	27.1308	27.2594	27.127	27.1065	27.1587	27	27.4868	27.104	27.1895	27.8321	27.1333	27.3348	27.2773	27.2417	27.2028	27.1052	26.9738	27.0201	26.7912	26.7745	26.7944	27.1223
P17858	PFKL	29.4454	29.1789	29.8082	29.3552	29.6678	29.4724	28.7754	28.8263	28.8823	28.652	28.9014	29.0255	29.1487	28.9429	28.6622	29.171	29.2516	28.7069	28.7249	29.0803	29.034	28.8164	28.6363	29.0769	28.9042	28.706	28.6614	28.8089	28.6978	29.6956	29.3981	29.6297	29.4089	29.0392	28.8096	28.6511	29.028	28.7354	29.2188	29.0769	29.2094	29.0881
A0A024R0Y5	PFKM	27.2224	26.5277	26.7907	26.5387	26.5047	26.3515	26.2021	25.7645	25.9584	25.7705	26.0448	26.423	26.1039	25.8415	25.7012	26.6976	26.4552	26.3335	25.7484	26.1496	26.204	25.596	25.5693	25.6411	25.4633	25.6909	25.16	25.8538	26.0708	26.7552	26.3981	26.7799	26.5833	26.0839	26.0146	25.7971	25.9286	25.5856	26.6228	26.6453	26.799	26.8999
Q01813	PFKP	28.9451	28.9828	29.658	29.2673	29.5658	29.2012	28.4873	28.3616	28.6414	28.4828	28.8303	28.7263	28.8825	28.5895	28.3596	29.026	29.1102	28.6333	28.5145	28.7317	28.5922	28.54	28.3655	28.5062	28.4709	28.5027	28.3644	28.5667	28.3316	29.2412	29.0985	29.5262	29.4863	28.7745	28.4008	28.5541	28.6096	28.453	28.9703	28.9186	29.0731	28.8303
P07737	PFN1	33.5668	33.5361	33.5749	33.0648	33.7575	33.572	33.6853	33.4455	33.5483	33.4079	33.4708	33.7529	33.7406	33.6163	33.5822	33.8859	33.6597	33.6849	33.4818	33.7412	33.7813	33.5657	33.5007	33.5816	33.5854	33.5081	33.597	33.5463	33.6206	33.6139	33.2649	33.3866	33.4903	33.2194	33.533	33.6798	33.6475	33.4798	33.7581	33.6892	33.9029	33.6964
G5E9Q6	PFN2	28.1258	28.5452	28.2253	28.0274	27.9199	28.1177	27.4655	27.4965	27.3535	27.4563	26.8708	27.3223	27.3672	27.4922	27.5515	27.5633	27.7803	27.5544	27.3556	27.5659	27.3611	27.3525	27.0842	26.8758	27.2768	27.1902	27.2831	27.5742	27.4257	28.1373	28.1077	28.0238	27.9542	26.5101	27.3731	27.5102	27.3736	27.1428	27.5961	27.5614	27.7076	27.5982
P35080	PFN2	27.2203	28.1384	27.4246	27.2042	27.0619	27.2366	27.1	27.3608	26.9515	26.8834	26.6378	26.9389	26.3319	27.2809	27.1519	26.8312	26.7623	27.0624	27.1327	27.2593	27.0381	27.2745	26.9488	26.7514	27.1316	26.9937	27.0501	27.0815	27.4688	27.2969	27.4328	27.3084	27.2397	26.3614	27.1833	27.1921	27.1535	26.9556	26.748	26.7864	26.9709	26.6479
Q6P6D7	PGAM1	31.9324	32.226	32.7597	32.5565	32.6761	32.4106	32.7241	32.618	32.9104	32.754	32.8801	33.0273	32.8013	32.8763	32.7876	32.9185	32.5302	32.8508	32.603	32.8553	32.7732	32.9208	32.7793	32.7934	32.6758	32.8867	32.6593	33.0671	32.5779	32.562	32.6774	32.784	32.8509	32.7957	32.844	32.6025	32.8617	32.6925	33.0892	32.6983	32.6984	32.5977
Q8N0Y7	PGAM4	30.0153	31.3221	30.298	30.1787	30.3822	30.0831	30.7002	30.4309	30.8831	30.574	30.7241	31.2502	31.4954	30.8249	30.718	31.29	31.3405	30.9954	30.4274	31.226	31.1192	30.669	30.7417	30.7118	30.4925	30.7221	30.6754	30.8783	30.4283	30.4872	30.4124	30.2157	30.5209	30.3327	30.7769	30.6024	30.8051	30.4967	31.7371	31.2068	31.4388	31.1547
Q96HS1	PGAM5	25.8515	26.1967	25.4808	25.8281	25.9429	25.8983	20.8292	23.1367	25.8573	25.4319	22.3594	25.5708	21.5639	25.0891	25.3604	25.6889	20.9244	25.4696	23.8173	25.4011	25.3127	25.6485	22.0271	22.8219	25.6132	23.2349	24.2825	24.9406	21.4304	25.6863	25.9658	25.7422	25.751	26.3378	22.6154	21.8619	25.2979	25.2521	22.653	23.5142	25.4981	25.2863
A0A024R9B8	PGCP	24.3303	25.0774	25.5107	25.5399	25.0997	25.1521	25.8436	25.4174	25.4121	25.876	23.9538	25.5791	25.0807	25.9643	25.7575	25.6489	25.6548	25.6949	25.3743	25.6549	25.9965	24.4933	24.9966	25.5391	25.2543	25.2393	23.7941	22.8799	24.641	26.0293	25.5507	25.071	25.1476	25.3386	25.8647	25.4987	25.9647	25.3108	25.2962	25.4195	25.4496	25.7194
P52209-2	PGD	29.0214	28.3525	29.6122	28.5256	29.059	28.972	29.5702	29.201	29.5838	29.0986	29.7393	29.5112	29.1177	29.5494	29.2051	29.4273	29.1173	29.3834	29.1469	29.5031	29.0709	29.7328	29.2324	29.5525	29.1964	29.7111	29.3518	29.9668	29.5384	29.3178	29.0309	29.2197	28.8765	29.5533	29.664	29.3841	29.4813	29.1171	29.5393	29.1754	29.6261	28.9535
A0A140VJR3	PGK2	30.173	30.3052	31.3475	30.9035	31.226	31.0931	31.3513	31.3044	31.5891	31.3799	31.6681	31.1708	29.8933	31.6165	31.5013	30.4972	30.5588	31.436	31.1787	31.4353	31.348	31.6964	31.2949	31.5432	31.6085	31.6648	31.7605	31.7312	31.8569	31.4468	31.2492	31.3067	31.0585	31.8165	31.5907	31.5272	31.5236	31.3336	30.4675	30.3556	30.5338	30.4589
A0A0K0K1K7	PGLS	29.19	29.2656	29.0165	28.7195	29.0756	28.7782	29.088	28.6829	29.1192	28.8651	28.5568	29.2018	29.2831	29.0592	29.0737	29.3388	29.2375	28.9717	28.8061	29.0142	28.8751	29.0339	28.8443	28.928	28.9601	28.6432	28.9264	28.9817	28.9779	29.1611	29.0428	29.0066	28.7359	28.7531	28.9878	29.0567	29.0776	28.9723	29.4875	29.3903	29.4749	29.2549
P36871	PGM1	29.8481	29.5377	29.836	29.4105	29.9215	29.6216	29.5622	29.249	29.5555	29.366	29.6899	29.339	29.1469	29.7001	29.5922	29.5562	29.6963	29.5939	29.2621	29.5698	29.3729	29.3087	29.2747	29.5078	29.2512	29.6035	29.3067	29.5511	29.556	29.6666	29.5853	30.0352	29.648	29.7266	29.6051	29.3333	29.601	29.2856	29.5703	29.1254	29.5474	29.4884
Q96G03	PGM2	27.663	28.5002	27.1954	27.2222	27.6036	27.9342	27.6047	27.1844	27.6204	27.3359	27.7299	27.7186	27.4125	27.6024	27.4716	27.687	27.5659	27.4693	27.2539	27.7445	27.539	27.6122	27.1318	27.6621	27.3594	27.624	27.1128	27.9436	27.591	27.6711	27.9168	27.3767	27.2454	27.6086	27.4387	27.5171	27.5977	27.3289	27.9428	27.7087	27.7467	27.5225
Q6PCE3	PGM2L1	22.4935	23.8026	22.6662	23.5979	24.0311	23.4379	23.7551	22.4735	23.8895	23.0684	22.8813	23.1974	23.3985	23.9311	23.3668	23.1629	23.3447	23.4459	22.0249	23.3033	21.9946	23.3275	22.7253	23.8899	22.2273	23.0252	23.2801	22.9559	23.066	24.4251	21.1089	24.0663	23.3715	23.6029	23.6058	23.2659	23.5176	23.3902	23.5479	23.1542	22.3672	24.1626
O95394	PGM3	28.6222	28.6227	28.7387	28.8751	28.9645	28.6665	28.2535	27.888	28.2595	28.3181	28.6517	28.2414	28.0346	28.3685	28.266	28.2603	28.3556	28.2536	28.0917	28.4501	28.3061	28.3862	28.1558	28.2761	28.41	28.4279	28.4815	28.5332	28.3096	28.8131	28.5448	28.9346	28.7547	28.1974	28.3778	28.1388	28.3191	28.313	28.3092	28.1339	28.3941	28.4596
A6NDG6	PGP	23.6268	24.1167	24.1641	24.2413	22.8547	24.0955	25.4278	24.8594	25.2942	24.91	24.8031	25.1377	24.8016	25.1481	25.0367	22.5713	24.6215	25.4377	24.9449	24.9868	22.4392	24.895	24.1332	25.2655	22.357	25.0761	24.9457	24.925	24.7812	24.0713	24.1325	22.2189	24.0488	24.9652	25.5741	25.2542	25.3573	25.2236	22.2826	22.1498	21.6468	24.4802
Q6IB11	PGRMC1	30.9437	30.6151	30.8211	30.3552	30.8569	30.3308	30.3172	30.1784	30.0657	29.9639	29.8053	30.306	30.3208	30.3001	30.2044	30.6288	30.4152	30.2644	29.7519	30.1819	29.9338	30.4609	29.8951	30.2882	30.1569	30.2279	30.2607	30.1776	30.0436	31.1238	30.5018	30.7116	30.4196	30.2897	30.2349	30.0578	30.2523	30.0479	30.5057	30.4325	30.6682	30.4013
O15173	PGRMC2	29.7265	29.4471	30.0437	29.704	30.3196	29.916	29.3233	29.2244	29.0434	29.0362	28.5341	29.0397	28.837	29.2663	29.0846	28.9725	29.0104	29.1921	28.8036	29.1196	29.1387	29.0991	28.4607	28.8966	29.0216	28.5357	29.1731	28.7093	28.5236	30.3095	29.5474	29.8479	30.1784	29.223	29.114	29.0365	28.9733	28.9698	29.0563	28.9385	29.1889	29.341
A8K401	PHB	29.9188	29.8618	29.904	29.7853	30.1258	29.7496	29.603	29.6029	29.4853	29.5948	29.2307	29.6923	29.9858	29.6372	29.6536	29.9262	29.8992	29.4804	29.7263	29.6148	29.7418	29.5429	29.2746	29.4404	29.4559	29.5613	29.3774	29.6338	29.6971	29.9231	29.9238	29.7286	29.8939	29.4175	29.6991	29.6357	29.6025	29.4863	29.8188	29.8975	30.0458	29.7421
Q99623	PHB2	30.1718	29.9345	29.7801	29.9063	29.791	29.8435	29.4743	29.5649	29.4998	29.4313	29.0991	29.7418	30.037	29.5905	29.6246	29.8663	30.0705	29.4826	29.505	29.6955	29.6596	29.3668	29.1081	29.416	29.473	29.5311	29.4273	29.8476	29.5529	29.933	29.8545	29.7901	29.9902	29.2778	29.5181	29.4995	29.4228	29.4541	29.8706	29.8795	29.8927	29.9592
A0A024R1U2	PHF5A	22.9577	25.3763	24.5628	22.3182	23.9927	23.0261	24.9135	24.076	25.0026	25.0258	24.9719	23.0023	23.9942	25.3255	25.0956	23.3844	21.138	24.7001	23.5892	21.5629	22.2718	25.2247	25.1295	25.2032	25.2115	22.3261	25.338	25.217	25.1856	22.4003	22.0368	22.9434	23.3668	22.8156	25.3346	25.1169	25.2343	24.9558	22.5008	23.2663	23.3148	23.1082
A0A286YF22	PHGDH	30.1745	30.3063	30.2536	30.0352	30.3686	30.3817	30.2472	30.2468	30.1617	30.2888	30.2048	30.004	29.8834	30.3029	30.2709	29.9228	30.3502	30.2481	30.2691	29.9669	30.0576	30.4183	30.3626	30.2464	30.2258	30.3302	30.3736	30.7317	30.5695	30.2609	30.2548	30.2662	30.1505	29.9625	30.1714	30.4038	30.1332	30.292	29.83	29.9459	30.1809	30.0415
Q9Y5J5	PHLDA3	25.0949	24.0168	22.8902	22.2492	24.5048	24.4603	24.2363	23.0323	25.0256	24.3606	22.3474	23.8523	23.2492	24.4239	24.5432	23.9415	22.2939	24.4347	24.161	24.062	24.1651	22.9922	24.1247	23.5985	24.4404	23.8944	24.7421	23.1829	21.296	22.136	23.3155	24.4872	23.9711	23.434	24.3586	24.6127	24.1485	24.5072	22.5686	22.2685	24.2893	23.847
A0A024R3F4	PHLDB1	25.0546	24.615	23.5805	22.8591	22.7521	22.8951	22.284	23.4965	21.9981	24.528	24.7401	23.079	23.9344	21.0958	24.3185	23.8857	24.7459	24.0103	24.5881	23.7302	21.8881	23.5066	23.3503	22.851	23.4828	22.5589	22.2967	20.679	23.7943	23.8444	23.4491	22.9674	23.9676	23.1178	20.9784	24.9696	23.7918	24.3324	22.4703	24.8403	22.6642	24.1412
E9PFQ4	PHLDB2	23.9606	23.1151	23.8416	24.6099	22.1481	21.5466	23.9908	23.4373	21.4162	24.0468	23.9759	23.8216	20.7686	21.9384	24.1045	22.8452	22.1131	23.6176	22.998	24.2577	24.5003	24.3445	24.2264	24.1658	24.259	24.7023	24.1668	24.1245	24.0498	22.0647	22.0512	22.8922	23.799	24.3913	22.3237	24.2755	24.1454	24.1582	23.9997	23.7884	24.504	24.2609
Q9BTU6	PI4K2A	26.1613	24.9325	25.9653	25.313	23.0582	22.5144	25.4311	25.22	25.2528	25.0914	25.6043	25.3274	24.8729	25.3927	25.2929	25.809	25.3792	25.2736	24.6931	25.613	25.2829	25.8702	25.6475	25.7284	25.2697	25.6629	25.4834	25.6607	25.1651	25.6365	24.9194	24.4375	24.7393	25.8255	25.4442	24.9605	25.5154	24.8886	25.5975	25.1803	25.4649	24.5994
A8K5U9	PICALM	27.3774	27.3233	27.2938	27.4406	27.1942	27.3608	27.0726	27.1746	27.1079	27.3041	27.3414	27.2498	27.4968	27.2588	27.4417	27.3153	26.8272	27.365	27.0425	27.3487	27.4038	27.2799	27.4052	27.4973	27.4335	27.8348	27.0449	27.6459	27.6879	26.9379	27.3812	27.0908	27.3866	27.021	27.1591	27.4548	27.4529	27.1057	27.8173	27.6023	27.625	27.5563
H0YEF7	PICALM	25.5666	25.5637	25.6603	25.1462	25.0851	25.5368	25.2199	25.5023	25.5476	25.742	25.7991	25.2782	25.1538	25.5922	25.4685	25.6528	25.4213	25.8948	25.3974	25.6051	25.5003	25.5211	25.6722	25.4986	25.7865	26.0566	25.4007	26.5789	25.9852	25.4558	25.4634	25.233	25.3191	25.4977	25.9422	25.8832	25.9875	25.5746	25.8999	25.5084	25.5475	25.6559
A8YXX4	PIG59	24.7428	23.9712	26.1791	26.1249	26.1325	25.7634	26.3395	25.7449	26.5281	26.1661	26.8312	26.0535	23.1124	26.4491	26.3387	24.8888	22.3813	26.5136	25.8334	26.0403	25.467	26.7534	25.6379	26.4512	25.3773	26.5118	26.2416	26.7046	25.8076	27.1783	24.6569	25.6387	21.8211	26.5417	26.5499	26.0655	26.8051	26.2077	25.163	22.0126	25.5232	25.7895
A8YXX5	PIG60	25.4999	23.9784	22.7652	21.5433	22.6247	25.8493	23.6682	22.6637	22.173	23.106	24.1026	24.9788	25.2079	22.6049	23.4269	25.3896	25.3822	22.1088	25.0293	25.2422	25.3089	22.008	22.5979	22.9583	24.757	24.754	24.8215	24.0956	25.0718	23.4593	25.8964	21.5131	25.9527	22.4575	22.6458	23.0018	23.0233	22.2127	25.1508	25.2207	23.4049	25.1374
B2RAJ6	PIK3R4	22.9828	25.3856	23.0808	26.1193	25.9829	25.3911	20.855	22.0312	25.6102	23.0338	22.8658	21.9136	24.284	21.8405	22.1327	22.8785	22.8024	23.1293	25.1525	21.0094	23.2889	23.4822	21.0799	22.9301	21.3084	22.9711	22.2958	23.5044	23.4978	25.9512	25.4068	25.5155	23.4004	22.0973	25.3923	25.5436	23.083	22.2799	22.5989	23.1726	23.0553	23.1062
B4DYG5	PIK4CAvariantprotein	23.4964	24.2305	24.8401	24.1091	23.4326	23.654	20.9692	23.2703	23.4122	23.3613	23.4711	22.6037	22.9505	23.5728	22.1368	24.5316	22.6495	22.5687	23.3422	23.1901	23.3765	23.427	22.7596	22.3935	23.3781	21.3172	22.4328	23.4162	23.127	22.4541	23.1505	21.8907	22.9234	22.2992	23.2388	23.4782	23.3481	23.3983	23.7109	23.5909	23.5314	23.1058
Q13526	PIN1	24.6648	25.6909	25.7209	25.501	26.3729	25.7979	26.0629	25.4991	25.9195	25.8045	25.6725	26.0983	26.7996	26.2618	26.2793	26.0906	25.7685	25.957	25.9633	26.1138	25.7882	25.4444	25.2713	25.1872	25.3599	25.3472	25.4778	26.0841	25.3434	25.6735	25.6103	25.2431	25.2059	25.5614	26.2654	26.2371	26.1777	25.704	22.5868	25.9951	25.7246	24.1718
P12273	PIP	22.7008	23.0958	27.6905	27.0876	27.3241	26.9958	27.8869	27.5617	27.1374	26.9995	28.2072	25.9555	25.1579	27.4394	27.1216	26.1389	25.994	27.358	27.8132	26.426	26.199	27.187	27.4817	28.2855	27.2085	27.7796	27.2278	27.5352	27.4789	27.745	27.1039	27.4255	27.9071	27.9395	27.3665	26.8104	27.3867	26.1598	25.7477	22.6212	22.95	26.8756
P48426	PIP4K2A	26.5492	24.3475	21.9058	23.3426	23.8159	22.0757	26.7919	26.6581	26.9353	26.7676	26.8361	26.5875	26.4106	26.7558	26.9999	27.0067	26.6396	27.1097	26.4386	26.8917	26.3611	26.6726	26.5319	26.8291	26.606	27.0425	26.3479	26.9479	26.44	24.6616	21.4703	22.8172	23.1788	26.7174	26.6577	26.6611	26.7025	26.6768	26.7424	26.9099	27.2344	26.4024
P78356	PIP4K2B	25.4894	21.6344	23.248	22.881	23.5667	22.8114	25.4216	25.2364	25.439	25.3652	25.6357	25.2616	25.0935	25.0694	25.4007	25.971	25.5896	25.3024	24.9225	25.3998	25.2348	25.3477	25.1568	25.4245	25.422	25.717	25.155	25.4753	25.5018	24.1539	22.2782	23.0615	23.2772	25.333	24.9654	25.1828	25.3427	25.086	25.5123	25.6904	25.6617	25.3165
A0A024RBX6	PIR	23.1642	23.6745	22.8949	23.7736	21.6537	23.1451	22.5864	24.7167	21.9785	22.7667	22.5577	22.9267	22.3775	23.2378	22.1687	23.7063	22.3478	23.7341	22.5335	22.7639	21.795	22.4422	21.5734	22.8409	24.2147	21.5444	22.8867	21.806	23.3401	23.4735	23.516	22.6835	22.6817	22.6155	23.3155	23.3707	22.8306	21.6302	22.8131	22.6877	22.9584	24.3109
Q9GZP4-2	PITHD1	25.0327	25.3691	24.7135	22.1686	24.842	22.8443	23.3175	21.5771	24.5318	22.3997	25.056	24.729	24.5293	25.344	24.2798	24.5222	24.6016	21.6892	21.25	25.2617	24.5444	25.3611	25.8668	25.4444	25.0974	25.5769	25.0821	25.505	25.6432	23.0614	25.6491	23.9151	24.0887	24.5545	25.1294	24.8019	24.5014	24.7395	24.751	24.6293	24.7679	23.9084
P48739	PITPNB	25.2589	28.1274	27.5744	27.1327	26.3874	26.6543	27.151	27.0675	27.6494	27.2858	26.9426	27.3729	28.1896	27.3219	27.1487	27.8638	28.0718	27.3535	27.1251	27.5045	27.3387	27.3037	27.1054	27.1368	27.1565	27.2935	27.2402	27.0409	27.3049	26.7811	26.8062	26.3534	26.7897	27.1194	27.2372	27.1258	27.3713	27.1011	28.1638	28.0785	27.7142	27.1098
B4DH07	PITRM1	25.049	25.5926	26.6367	26.6883	25.3528	26.4946	25.996	26.4788	26.1248	26.3401	25.4432	26.2585	26.3595	26.0279	26.1301	25.9085	26.435	25.7022	26.5287	26.0429	26.3381	25.9384	26.0073	26.1407	26.0527	26.3721	26.0624	26.1218	26.5032	26.5207	26.1516	26.1108	26.0997	25.9862	25.9569	26.2985	26.1872	26.0302	26.691	26.2735	26.6983	25.7889
D4Q8H0	pk	25.126	24.4041	22.4073	23.1837	23.1172	22.8222	23.3406	23.2845	22.802	23.0634	22.6278	22.9401	22.7306	23.7745	22.6467	23.1128	23.4575	22.7762	22.4665	22.2419	23.3426	21.4539	22.6545	21.1985	23.2258	22.2032	23.6564	21.9798	21.8632	23.0538	23.2184	23.1453	24.0343	23.4903	22.214	21.6445	22.7462	21.8623	22.5296	22.6974	22.7039	24.4058
Q13563-5	PKD2	23.9706	24.7971	22.6625	23.3291	23.0833	22.1082	22.8781	23.4968	22.6919	22.5174	21.467	22.246	23.762	22.3747	22.3407	24.6866	23.834	23.7742	22.9844	22.63	22.6002	23.092	21.0062	21.8768	23.2688	23.2898	23.1223	20.9841	22.7538	22.7789	23.1713	22.86	22.5177	23.4226	22.2206	23.1374	23.8752	22.9379	24.3919	23.0916	24.1428	23.1089
A0A024R5Z9	PKM2	35.7827	35.3731	35.6717	35.3878	35.6445	35.5354	35.4918	35.3674	35.5151	35.3566	35.5278	35.8083	35.7622	35.574	35.4912	35.9112	35.6654	35.4604	35.3268	35.6135	35.4858	35.8688	35.6282	35.8079	35.7383	35.7765	35.6133	35.7746	35.7423	35.5106	35.4506	35.4833	35.523	35.5415	35.5723	35.4419	35.5647	35.3936	35.8495	35.74	35.8468	35.6419
Q16513-3	PKN2	24.4258	24.2355	23.1953	24.5606	24.4226	23.9017	24.1371	22.5738	22.0881	24.0542	24.0467	23.6589	24.3703	24.0062	24.2966	24.4681	23.3086	24.043	24.4543	24.1048	24.2122	24.4465	22.4741	24.2736	24.3161	24.5424	24.2941	24.8441	24.5762	22.4676	22.7187	25.6824	24.2714	21.9103	24.3504	24.2292	24.137	23.8772	24.2635	24.6247	23.9676	22.7702
A0A024R952	PKP1	24.1088	23.9311	23.6466	23.9131	23.7983	22.4507	22.7573	28.3618	22.8261	24.1302	24.9871	23.3379	23.4624	24.1975	22.4089	25.3514	22.0225	21.9492	25.2642	24.4762	21.5888	24.1852	25.343	24.9396	24.6335	25.6732	25.1858	25.7958	24.058	22.359	23.4648	24.9237	23.817	25.6105	25.0595	23.6643	21.9379	24.4205	22.6944	24.6013	22.7496	24.8064
